# tiempo	energia_plaqueta	O10	magnetizacion
128	0.837674	0.000000	0.005642
129	0.834201	0.000000	0.006993
130	0.837963	0.000000	0.004485
131	0.837384	0.000000	0.005594
132	0.845293	0.000000	0.001640
133	0.845583	0.000000	0.002267
134	0.851466	0.000000	0.002942
135	0.846065	0.000000	0.000530
136	0.843557	0.000000	-0.000338
137	0.848669	0.000000	0.000916
138	0.842978	0.000000	-0.000048
139	0.839796	0.000000	0.002845
140	0.839699	0.000000	-0.000096
141	0.840085	0.000000	-0.001254
142	0.834105	0.000000	0.001929
143	0.834105	0.000000	0.001157
144	0.829668	0.000000	-0.003038
145	0.828800	0.000000	0.002990
146	0.825907	0.000000	0.003472
147	0.828221	0.000000	0.002267
148	0.818383	0.000000	0.002556
149	0.815008	0.000000	0.000820
150	0.818383	0.000000	0.000434
151	0.821277	0.000000	-0.001109
152	0.824556	0.000000	0.000579
153	0.822434	0.000000	0.000145
154	0.817226	0.000000	-0.003424
155	0.822145	0.000000	-0.001736
156	0.814622	0.000000	0.000579
157	0.821181	0.000000	-0.004678
158	0.825328	0.000000	-0.000675
159	0.823110	0.000000	-0.005739
160	0.833623	0.000000	-0.006896
161	0.827546	0.000000	-0.007813
162	0.823688	0.000000	-0.006269
163	0.824942	0.000000	-0.006462
164	0.817130	0.000000	-0.004340
165	0.818769	0.000000	-0.004196
166	0.817323	0.000000	-0.000530
167	0.814236	0.000000	-0.004533
168	0.817612	0.000000	-0.005980
169	0.815104	0.000000	-0.002556
170	0.815201	0.000000	-0.000096
171	0.819927	0.000000	0.001399
172	0.822627	0.000000	0.000241
173	0.825328	0.000000	-0.002508
174	0.818383	0.000000	-0.005112
175	0.819541	0.000000	-0.005064
176	0.813850	0.000000	-0.001254
177	0.818962	0.000000	0.003617
178	0.817226	0.000000	-0.000820
179	0.821084	0.000000	0.002701
180	0.820698	0.000000	0.001013
181	0.821373	0.000000	0.001591
182	0.821470	0.000000	0.004196
183	0.828125	0.000000	-0.002845
184	0.824942	0.000000	0.003520
185	0.827546	0.000000	0.000579
186	0.823110	0.000000	-0.001013
187	0.824267	0.000000	-0.001302
188	0.825424	0.000000	-0.000868
189	0.830343	0.000000	-0.001495
190	0.835359	0.000000	-0.003713
191	0.836709	0.000000	-0.002845
192	0.832948	0.000000	-0.002604
193	0.834008	0.000000	-0.007137
194	0.831019	0.000000	-0.005546
195	0.829282	0.000000	-0.005208
196	0.826003	0.000000	-0.003472
197	0.824074	0.000000	-0.003038
198	0.824363	0.000000	0.000434
199	0.825424	0.000000	-0.002604
200	0.830440	0.000000	-0.005257
201	0.828800	0.000000	-0.003762
202	0.824942	0.000000	-0.005064
203	0.823785	0.000000	-0.004196
204	0.817515	0.000000	-0.006559
205	0.820313	0.000000	-0.006800
206	0.826582	0.000000	-0.003231
207	0.832755	0.000000	-0.004147
208	0.841242	0.000000	-0.001833
209	0.843654	0.000000	0.000530
210	0.845968	0.000000	-0.001833
211	0.845004	0.000000	0.001591
212	0.845100	0.000000	0.006076
213	0.841049	0.000000	0.004196
214	0.840664	0.000000	0.004003
215	0.839988	0.000000	0.002122
216	0.834201	0.000000	0.003713
217	0.836806	0.000000	0.002701
218	0.831019	0.000000	0.002411
219	0.833816	0.000000	-0.000868
220	0.831115	0.000000	0.001350
221	0.834491	0.000000	0.001736
222	0.827257	0.000000	0.002942
223	0.830247	0.000000	-0.000386
224	0.828318	0.000000	0.004871
225	0.829090	0.000000	0.003520
226	0.829572	0.000000	0.004823
227	0.826292	0.000000	0.001495
228	0.827739	0.000000	0.002170
229	0.829958	0.000000	0.001784
230	0.826582	0.000000	0.001977
231	0.825810	0.000000	0.001929
232	0.828511	0.000000	0.001784
233	0.828511	0.000000	0.001013
234	0.831501	0.000000	-0.003086
235	0.833140	0.000000	-0.004678
236	0.829765	0.000000	-0.003038
237	0.834684	0.000000	-0.004485
238	0.836902	0.000000	0.001157
239	0.834491	0.000000	0.003231
240	0.829090	0.000000	0.004292
241	0.824556	0.000000	0.003617
242	0.829668	0.000000	-0.000579
243	0.828511	0.000000	0.000048
244	0.831308	0.000000	0.001350
245	0.832658	0.000000	-0.000868
246	0.836034	0.000000	-0.003906
247	0.835069	0.000000	-0.007378
248	0.833140	0.000000	-0.005883
249	0.827932	0.000000	-0.003424
250	0.827450	0.000000	-0.005932
251	0.830536	0.000000	-0.009693
252	0.826775	0.000000	-0.007475
253	0.829475	0.000000	-0.009790
254	0.828897	0.000000	-0.007186
255	0.831790	0.000000	-0.007041
256	0.832658	0.000000	-0.007523
257	0.835938	0.000000	-0.005401
258	0.839796	0.000000	-0.001254
259	0.836034	0.000000	0.000241
260	0.836806	0.000000	-0.004292
261	0.837095	0.000000	-0.009452
262	0.840856	0.000000	-0.009500
263	0.837481	0.000000	-0.011622
264	0.838156	0.000000	-0.008150
265	0.832465	0.000000	-0.008922
266	0.830922	0.000000	-0.005739
267	0.831887	0.000000	-0.004871
268	0.830729	0.000000	-0.004774
269	0.826292	0.000000	-0.005257
270	0.830536	0.000000	-0.005353
271	0.828221	0.000000	-0.010754
272	0.827064	0.000000	-0.012442
273	0.827064	0.000000	-0.011044
274	0.822434	0.000000	-0.012924
275	0.825714	0.000000	-0.012056
276	0.825328	0.000000	-0.015721
277	0.826100	0.000000	-0.013262
278	0.824363	0.000000	-0.012105
279	0.817515	0.000000	-0.009549
280	0.808835	0.000000	-0.011092
281	0.812404	0.000000	-0.008970
282	0.817805	0.000000	-0.007813
283	0.821084	0.000000	-0.009549
284	0.821759	0.000000	-0.006414
285	0.822049	0.000000	-0.004919
286	0.827450	0.000000	-0.004774
287	0.824074	0.000000	-0.005691
288	0.826775	0.000000	-0.000916
289	0.831115	0.000000	-0.000675
290	0.831019	0.000000	-0.001157
291	0.829861	0.000000	-0.005980
292	0.826485	0.000000	-0.004533
293	0.825424	0.000000	-0.005691
294	0.825521	0.000000	-0.006752
295	0.825424	0.000000	-0.004196
296	0.826485	0.000000	-0.001640
297	0.825328	0.000000	-0.001784
298	0.829090	0.000000	-0.000048
299	0.823592	0.000000	-0.003231
300	0.826678	0.000000	-0.004340
301	0.826678	0.000000	-0.001736
302	0.828029	0.000000	-0.004003
303	0.828897	0.000000	-0.003617
304	0.824749	0.000000	-0.003328
305	0.832948	0.000000	-0.005498
306	0.834877	0.000000	-0.003520
307	0.829958	0.000000	-0.001302
308	0.822627	0.000000	-0.006703
309	0.828897	0.000000	-0.003424
310	0.825521	0.000000	-0.000916
311	0.828511	0.000000	-0.003569
312	0.830826	0.000000	-0.003376
313	0.839699	0.000000	-0.004244
314	0.836613	0.000000	-0.001157
315	0.840278	0.000000	-0.002845
316	0.836034	0.000000	-0.004196
317	0.836034	0.000000	-0.002797
318	0.836323	0.000000	-0.004871
319	0.839410	0.000000	-0.000675
320	0.842689	0.000000	-0.003713
321	0.845679	0.000000	-0.001640
322	0.839988	0.000000	0.000241
323	0.844329	0.000000	-0.004678
324	0.842496	0.000000	-0.005257
325	0.843846	0.000000	-0.006414
326	0.844329	0.000000	-0.005932
327	0.842882	0.000000	-0.003954
328	0.838638	0.000000	-0.002556
329	0.832176	0.000000	-0.001881
330	0.826871	0.000000	-0.003665
331	0.826775	0.000000	-0.002845
332	0.827739	0.000000	-0.002363
333	0.828897	0.000000	0.001929
334	0.833912	0.000000	-0.000096
335	0.828993	0.000000	-0.001977
336	0.831211	0.000000	0.001929
337	0.836998	0.000000	0.000627
338	0.832079	0.000000	-0.002942
339	0.829572	0.000000	0.000482
340	0.825424	0.000000	0.001736
341	0.827546	0.000000	0.000338
342	0.819252	0.000000	0.003135
343	0.821277	0.000000	-0.000289
344	0.823013	0.000000	-0.003279
345	0.819252	0.000000	-0.004292
346	0.817805	0.000000	0.000772
347	0.815972	0.000000	-0.001109
348	0.814525	0.000000	-0.001977
349	0.815490	0.000000	-0.004340
350	0.819444	0.000000	-0.005015
351	0.812789	0.000000	0.001833
352	0.817612	0.000000	0.004678
353	0.815876	0.000000	0.006221
354	0.821856	0.000000	0.003279
355	0.821663	0.000000	0.004003
356	0.823302	0.000000	0.007186
357	0.819830	0.000000	0.008825
358	0.811921	0.000000	0.008632
359	0.807774	0.000000	0.009838
360	0.818673	0.000000	0.009693
361	0.820988	0.000000	0.006221
362	0.818383	0.000000	0.005932
363	0.819444	0.000000	0.004678
364	0.821952	0.000000	0.001447
365	0.824653	0.000000	0.000289
366	0.823978	0.000000	0.003424
367	0.828221	0.000000	0.003183
368	0.826582	0.000000	0.003762
369	0.831019	0.000000	0.004244
370	0.829186	0.000000	0.001784
371	0.829475	0.000000	-0.004967
372	0.820795	0.000000	0.000820
373	0.816937	0.000000	0.002894
374	0.821759	0.000000	-0.001640
375	0.827546	0.000000	-0.003954
376	0.824749	0.000000	-0.003472
377	0.820698	0.000000	-0.007234
378	0.820891	0.000000	-0.004292
379	0.827064	0.000000	-0.005594
380	0.823881	0.000000	-0.008150
381	0.830343	0.000000	-0.001736
382	0.831404	0.000000	0.000241
383	0.823495	0.000000	-0.000145
384	0.829090	0.000000	0.000434
385	0.823495	0.000000	-0.003424
386	0.830054	0.000000	-0.002749
387	0.826968	0.000000	-0.000675
388	0.830247	0.000000	0.000145
389	0.820988	0.000000	-0.000048
390	0.822145	0.000000	0.003665
391	0.813947	0.000000	0.004051
392	0.815683	0.000000	0.003328
393	0.814718	0.000000	0.002363
394	0.812404	0.000000	-0.000386
395	0.814429	0.000000	-0.002218
396	0.819059	0.000000	-0.001447
397	0.814429	0.000000	0.000530
398	0.820505	0.000000	-0.000145
399	0.815586	0.000000	-0.003617
400	0.812114	0.000000	-0.004244
401	0.814622	0.000000	0.001061
402	0.814140	0.000000	0.003279
403	0.816069	0.000000	0.000916
404	0.822338	0.000000	0.000965
405	0.818673	0.000000	-0.000145
406	0.819155	0.000000	-0.001254
407	0.825521	0.000000	0.000386
408	0.825714	0.000000	0.000289
409	0.822145	0.000000	0.001543
410	0.823688	0.000000	0.003617
411	0.830536	0.000000	0.001447
412	0.828511	0.000000	-0.006510
413	0.829186	0.000000	-0.006462
414	0.828125	0.000000	-0.004244
415	0.829958	0.000000	-0.005883
416	0.832948	0.000000	-0.003617
417	0.838735	0.000000	-0.002894
418	0.841821	0.000000	-0.005498
419	0.841628	0.000000	-0.004823
420	0.839699	0.000000	-0.003472
421	0.838445	0.000000	-0.003665
422	0.840374	0.000000	-0.006462
423	0.832948	0.000000	-0.002990
424	0.835648	0.000000	-0.000772
425	0.835552	0.000000	-0.001350
426	0.837191	0.000000	-0.000723
427	0.840085	0.000000	-0.001543
428	0.833140	0.000000	-0.000048
429	0.836227	0.000000	0.001591
430	0.837674	0.000000	0.000579
431	0.838059	0.000000	-0.004581
432	0.837288	0.000000	-0.000820
433	0.842785	0.000000	0.000289
434	0.842785	0.000000	0.001254
435	0.846740	0.000000	-0.002652
436	0.849151	0.000000	-0.006510
437	0.843268	0.000000	-0.002701
438	0.844425	0.000000	-0.006269
439	0.845486	0.000000	-0.007041
440	0.840953	0.000000	-0.005691
441	0.843364	0.000000	-0.005594
442	0.842303	0.000000	-0.002170
443	0.836034	0.000000	-0.004389
444	0.843461	0.000000	-0.002267
445	0.840856	0.000000	-0.000145
446	0.842014	0.000000	-0.001495
447	0.845390	0.000000	-0.000434
448	0.842496	0.000000	-0.002074
449	0.842014	0.000000	0.003086
450	0.844618	0.000000	0.002701
451	0.834105	0.000000	0.000338
452	0.840278	0.000000	0.000289
453	0.844039	0.000000	0.001447
454	0.840567	0.000000	-0.000386
455	0.837770	0.000000	0.000482
456	0.830826	0.000000	0.003569
457	0.834201	0.000000	-0.000145
458	0.831115	0.000000	0.001447
459	0.833430	0.000000	0.004051
460	0.832948	0.000000	0.005449
461	0.828511	0.000000	0.007813
462	0.831501	0.000000	0.005739
463	0.832079	0.000000	0.004630
464	0.837481	0.000000	0.007330
465	0.836613	0.000000	0.005160
466	0.835648	0.000000	0.007475
467	0.832176	0.000000	0.006028
468	0.836034	0.000000	0.006896
469	0.836034	0.000000	0.007186
470	0.838059	0.000000	0.003762
471	0.842593	0.000000	0.005739
472	0.840760	0.000000	0.006173
473	0.835648	0.000000	0.008777
474	0.828897	0.000000	0.005835
475	0.830633	0.000000	0.012442
476	0.827450	0.000000	0.010176
477	0.828897	0.000000	0.008825
478	0.824460	0.000000	0.006028
479	0.824846	0.000000	0.004823
480	0.828704	0.000000	0.003424
481	0.832176	0.000000	0.002942
482	0.828704	0.000000	0.001736
483	0.826389	0.000000	0.000241
484	0.825039	0.000000	0.002363
485	0.824460	0.000000	0.007186
486	0.826775	0.000000	0.007330
487	0.826003	0.000000	0.001688
488	0.824074	0.000000	0.001206
489	0.817998	0.000000	0.001447
490	0.828897	0.000000	0.000675
491	0.826485	0.000000	0.000386
492	0.829958	0.000000	0.003954
493	0.828318	0.000000	0.008681
494	0.831019	0.000000	0.004099
495	0.830536	0.000000	0.004726
496	0.825810	0.000000	0.001881
497	0.820988	0.000000	0.003231
498	0.824171	0.000000	0.008054
499	0.818383	0.000000	0.010368
500	0.820313	0.000000	0.008729
501	0.821663	0.000000	0.008295
502	0.816840	0.000000	0.004099
503	0.818383	0.000000	-0.001833
504	0.822338	0.000000	0.000723
505	0.824267	0.000000	-0.003906
506	0.823978	0.000000	-0.002025
507	0.829186	0.000000	-0.004196
508	0.824171	0.000000	-0.003424
509	0.823302	0.000000	0.001640
510	0.824556	0.000000	0.000241
511	0.822242	0.000000	-0.002508
512	0.818769	0.000000	0.001977
513	0.822531	0.000000	0.004196
514	0.822917	0.000000	-0.000627
515	0.822820	0.000000	-0.000338
516	0.831983	0.000000	0.004919
517	0.834298	0.000000	0.000723
518	0.836130	0.000000	0.001447
519	0.833623	0.000000	0.001254
520	0.826582	0.000000	-0.001350
521	0.828704	0.000000	-0.003135
522	0.825328	0.000000	-0.004871
523	0.827257	0.000000	-0.008922
524	0.820505	0.000000	-0.010561
525	0.826100	0.000000	-0.006848
526	0.828704	0.000000	-0.006125
527	0.827739	0.000000	-0.008005
528	0.822917	0.000000	-0.005498
529	0.827739	0.000000	-0.008343
530	0.832562	0.000000	-0.005015
531	0.829282	0.000000	-0.005257
532	0.835745	0.000000	-0.003713
533	0.837674	0.000000	-0.006607
534	0.834684	0.000000	-0.005257
535	0.829572	0.000000	0.001206
536	0.830826	0.000000	-0.001929
537	0.830054	0.000000	-0.003231
538	0.829379	0.000000	-0.006269
539	0.831308	0.000000	-0.000675
540	0.825714	0.000000	-0.001881
541	0.825039	0.000000	-0.003086
542	0.831115	0.000000	-0.001109
543	0.836516	0.000000	-0.004871
544	0.833719	0.000000	-0.002315
545	0.825714	0.000000	0.000096
546	0.832465	0.000000	-0.004099
547	0.833044	0.000000	-0.003665
548	0.835648	0.000000	-0.005787
549	0.834394	0.000000	-0.003424
550	0.833430	0.000000	-0.004244
551	0.838735	0.000000	-0.005594
552	0.835359	0.000000	-0.004051
553	0.831983	0.000000	-0.006028
554	0.825714	0.000000	-0.003954
555	0.828221	0.000000	-0.008102
556	0.829090	0.000000	-0.001302
557	0.822627	0.000000	-0.005064
558	0.827932	0.000000	-0.004774
559	0.823881	0.000000	-0.004389
560	0.824074	0.000000	-0.003376
561	0.816358	0.000000	-0.001302
562	0.814911	0.000000	-0.002074
563	0.819252	0.000000	-0.002845
564	0.826582	0.000000	-0.001833
565	0.830633	0.000000	-0.006414
566	0.829186	0.000000	-0.005594
567	0.829861	0.000000	-0.004244
568	0.827257	0.000000	-0.002411
569	0.829475	0.000000	-0.003520
570	0.829186	0.000000	-0.001109
571	0.827353	0.000000	-0.006848
572	0.832272	0.000000	-0.002701
573	0.837577	0.000000	-0.003424
574	0.844425	0.000000	-0.001447
575	0.843461	0.000000	-0.000868
576	0.842110	0.000000	-0.002122
577	0.843750	0.000000	-0.002363
578	0.842593	0.000000	-0.003086
579	0.837674	0.000000	-0.006607
580	0.835648	0.000000	-0.004485
581	0.835552	0.000000	-0.007378
582	0.841532	0.000000	-0.007571
583	0.842785	0.000000	-0.005883
584	0.841339	0.000000	-0.003569
585	0.842978	0.000000	-0.002218
586	0.836613	0.000000	0.000000
587	0.836902	0.000000	-0.004678
588	0.840278	0.000000	-0.004823
589	0.844715	0.000000	-0.001881
590	0.838831	0.000000	-0.004340
591	0.834973	0.000000	-0.007089
592	0.836998	0.000000	-0.007668
593	0.836709	0.000000	-0.007571
594	0.842785	0.000000	-0.005401
595	0.840856	0.000000	-0.007716
596	0.841532	0.000000	-0.004147
597	0.844907	0.000000	-0.001302
598	0.843364	0.000000	0.000000
599	0.841049	0.000000	0.000434
600	0.834780	0.000000	0.001881
601	0.835841	0.000000	0.000965
602	0.839313	0.000000	-0.001350
603	0.846740	0.000000	0.005449
604	0.841532	0.000000	0.003424
605	0.837481	0.000000	0.001784
606	0.840278	0.000000	0.001784
607	0.840567	0.000000	0.003328
608	0.837191	0.000000	0.003713
609	0.839892	0.000000	0.000289
610	0.840760	0.000000	0.002218
611	0.840567	0.000000	0.003858
612	0.835745	0.000000	0.009549
613	0.841917	0.000000	0.008970
614	0.842110	0.000000	0.008198
615	0.839699	0.000000	0.007041
616	0.831694	0.000000	0.006414
617	0.833333	0.000000	0.006510
618	0.828607	0.000000	0.006221
619	0.827064	0.000000	0.005064
620	0.826389	0.000000	0.006221
621	0.828704	0.000000	0.005835
622	0.831790	0.000000	0.003376
623	0.830247	0.000000	0.002942
624	0.835552	0.000000	-0.002218
625	0.837191	0.000000	0.005257
626	0.828318	0.000000	0.002411
627	0.827932	0.000000	0.000338
628	0.833719	0.000000	0.006607
629	0.827546	0.000000	0.005112
630	0.829861	0.000000	0.004292
631	0.834684	0.000000	0.007089
632	0.832562	0.000000	0.008247
633	0.831501	0.000000	0.006848
634	0.842689	0.000000	0.009018
635	0.830729	0.000000	0.009693
636	0.831597	0.000000	0.008343
637	0.830633	0.000000	0.008488
638	0.832272	0.000000	0.006703
639	0.833237	0.000000	0.006993
640	0.832948	0.000000	0.002122
641	0.834298	0.000000	0.002267
642	0.837867	0.000000	0.002170
643	0.836998	0.000000	0.004823
644	0.839796	0.000000	0.004051
645	0.834008	0.000000	0.009163
646	0.830536	0.000000	0.008536
647	0.825231	0.000000	0.007523
648	0.828704	0.000000	0.008632
649	0.831887	0.000000	0.006269
650	0.832948	0.000000	0.001736
651	0.829090	0.000000	0.004967
652	0.829572	0.000000	0.007234
653	0.833719	0.000000	0.001350
654	0.840374	0.000000	0.005546
655	0.835166	0.000000	0.008102
656	0.834973	0.000000	0.005883
657	0.835455	0.000000	0.006414
658	0.834877	0.000000	0.005835
659	0.833430	0.000000	0.006752
660	0.829475	0.000000	0.004051
661	0.830440	0.000000	0.004581
662	0.823495	0.000000	0.001977
663	0.823881	0.000000	-0.001061
664	0.825328	0.000000	0.001591
665	0.826003	0.000000	-0.001591
666	0.826485	0.000000	0.001254
667	0.828414	0.000000	0.005015
668	0.827643	0.000000	0.006028
669	0.827739	0.000000	-0.002459
670	0.822820	0.000000	0.000096
671	0.824846	0.000000	0.005787
672	0.827160	0.000000	0.009211
673	0.828800	0.000000	0.008777
674	0.828800	0.000000	0.007523
675	0.822724	0.000000	0.009452
676	0.821952	0.000000	0.006269
677	0.824653	0.000000	0.003810
678	0.827836	0.000000	-0.002652
679	0.825810	0.000000	0.001977
680	0.833044	0.000000	0.001784
681	0.839699	0.000000	0.001736
682	0.834973	0.000000	0.001495
683	0.833140	0.000000	-0.000965
684	0.833526	0.000000	-0.001736
685	0.837288	0.000000	0.000338
686	0.833140	0.000000	0.003086
687	0.835262	0.000000	-0.001736
688	0.832272	0.000000	0.001495
689	0.833912	0.000000	0.000530
690	0.837674	0.000000	-0.000868
691	0.831597	0.000000	-0.003713
692	0.838542	0.000000	-0.000579
693	0.840953	0.000000	0.001784
694	0.845872	0.000000	0.001591
695	0.839603	0.000000	-0.000482
696	0.839699	0.000000	-0.002363
697	0.844715	0.000000	-0.001254
698	0.835841	0.000000	-0.003520
699	0.836998	0.000000	-0.006607
700	0.840471	0.000000	-0.007378
701	0.834491	0.000000	-0.008005
702	0.836227	0.000000	-0.005980
703	0.826678	0.000000	-0.009018
704	0.827450	0.000000	-0.009356
705	0.828125	0.000000	-0.006028
706	0.823688	0.000000	-0.005691
707	0.823592	0.000000	-0.001784
708	0.821373	0.000000	-0.003906
709	0.822242	0.000000	-0.004292
710	0.819830	0.000000	-0.002363
711	0.818480	0.000000	-0.004726
712	0.824460	0.000000	-0.005208
713	0.831790	0.000000	-0.002990
714	0.834105	0.000000	-0.003810
715	0.830729	0.000000	-0.003424
716	0.834587	0.000000	-0.002267
717	0.835359	0.000000	-0.000530
718	0.834298	0.000000	0.000916
719	0.836034	0.000000	0.000965
720	0.835745	0.000000	0.002218
721	0.839892	0.000000	0.000386
722	0.833430	0.000000	-0.001591
723	0.834298	0.000000	0.004437
724	0.835069	0.000000	0.006607
725	0.833912	0.000000	0.002170
726	0.834973	0.000000	0.002315
727	0.837674	0.000000	0.002604
728	0.839120	0.000000	-0.002797
729	0.835455	0.000000	-0.003858
730	0.837963	0.000000	0.001302
731	0.836516	0.000000	-0.000868
732	0.834877	0.000000	-0.000434
733	0.834877	0.000000	0.004003
734	0.832369	0.000000	0.000434
735	0.828221	0.000000	-0.001157
736	0.829765	0.000000	-0.003858
737	0.832948	0.000000	-0.003231
738	0.831597	0.000000	-0.000627
739	0.829475	0.000000	-0.002894
740	0.836998	0.000000	-0.006318
741	0.842593	0.000000	-0.002508
742	0.848090	0.000000	0.000530
743	0.844232	0.000000	-0.000289
744	0.848090	0.000000	-0.002170
745	0.848958	0.000000	-0.004099
746	0.843557	0.000000	-0.005160
747	0.848090	0.000000	-0.003762
748	0.845486	0.000000	-0.004147
749	0.847029	0.000000	-0.003376
750	0.849826	0.000000	-0.001543
751	0.846740	0.000000	-0.001399
752	0.847415	0.000000	-0.006028
753	0.855228	0.000000	-0.003472
754	0.857446	0.000000	-0.002170
755	0.853299	0.000000	-0.006125
756	0.852238	0.000000	-0.004726
757	0.850116	0.000000	-0.006703
758	0.851659	0.000000	-0.008343
759	0.854552	0.000000	-0.002604
760	0.850598	0.000000	-0.004919
761	0.855228	0.000000	-0.008391
762	0.858893	0.000000	-0.008295
763	0.859375	0.000000	-0.011912
764	0.854745	0.000000	-0.012201
765	0.847512	0.000000	-0.007909
766	0.845968	0.000000	-0.003424
767	0.843943	0.000000	-0.007475
768	0.845486	0.000000	-0.003328
769	0.847801	0.000000	0.000579
770	0.851370	0.000000	-0.001254
771	0.851659	0.000000	-0.005642
772	0.854167	0.000000	-0.001833
773	0.849730	0.000000	-0.004726
774	0.847222	0.000000	-0.003665
775	0.852238	0.000000	-0.005546
776	0.846836	0.000000	-0.008439
777	0.845775	0.000000	-0.009115
778	0.847704	0.000000	-0.008295
779	0.846161	0.000000	-0.012153
780	0.847897	0.000000	-0.009404
781	0.846161	0.000000	-0.009549
782	0.840953	0.000000	-0.009645
783	0.840760	0.000000	-0.008247
784	0.844425	0.000000	-0.010802
785	0.848573	0.000000	-0.005594
786	0.845968	0.000000	-0.003038
787	0.837095	0.000000	0.001013
788	0.831019	0.000000	-0.000772
789	0.831019	0.000000	0.004919
790	0.826582	0.000000	0.002845
791	0.833044	0.000000	0.006414
792	0.823881	0.000000	0.006559
793	0.831115	0.000000	0.006366
